Id,Cardinality,PredLog,QError
1,765550,13.521554015802216,1.0271594065812242
2,87,4.662995823830427,1.2063565949712685
3,38084,10.708065613402846,1.174090404428287
4,882134,13.693908440694496,1.0038153203772295
5,2630809,14.87543602974212,1.0970598326163403
6,92541,11.2136883148684,1.2482371077150292
7,1413,8.003092823492038,2.1154931605835796
8,5898132,15.56077728028368,1.0298046693912446
9,33669244,17.35789376710726,1.0261340595067334
10,513,5.805644159670735,1.5490575923590892
11,33,5.779267235299838,9.773395091218777
12,2458010,14.804691026625614,1.0939861208342243
13,41,3.9354964463110296,1.224086720073067
14,759389,13.468834949462591,1.0740493088635499
15,98310,12.03352025353048,1.711950359160104
16,1483072,14.055176051318998,1.1670169828274488
17,20874,9.602569881927415,1.410236357309835
18,146,4.214962529002943,2.189180282769071
19,152,5.891786486132231,2.375338861598095
20,3878730,15.382973683036932,1.2360924278236094
21,5663516,15.538053686929638,1.0115683521794698
22,4,4.02711135404668,13.774656973985325
23,4721288,15.376236914924544,1.0086819748635838
24,188979867,19.19133511521329,1.1436032999538637
25,1274246,14.055619005987044,1.002249495979899
26,3257,6.055604133366649,7.654587261707832
27,4237,6.484474231677308,6.479638030612313
28,1878167,14.294855456494863,1.1629408610255836
29,4439418,14.93812483437229,1.4447110494516033
30,134619,12.0031256074052,1.2127804755593992
31,917262,12.617548398155208,3.039227404689365
32,426812,12.949501018222144,1.0147073780230609
33,4517959,15.091376238164411,1.261365598224219
34,11610705,16.02705568240189,1.2717354992754881
35,12939,4.427832902953729,156.3630548937945
36,1351485,14.159416432840551,1.0436259898315061
37,809441,13.579592346816252,1.0248108758521752
38,68907509,18.062270962488768,1.014093625855992
39,652311,13.21019536663742,1.1949247183974965
40,310128,12.543312427039607,1.1067541431165229
41,64248,10.832449651358306,1.2688055814356634
42,42031831,17.641953851904898,1.0920056594596637
43,3853927,14.94527221328178,1.2452437529384985
44,11203959,16.145818338259662,1.0897622083391556
45,26553,9.50100018380872,1.9857022117038412
46,63,3.435413373174757,2.0969075666445676
47,783278,13.097833529456052,1.60546185750481
