Id,Cardinality,pred_log,qerr,oof_base,oof_wide,oof_smallw,oof_invlog
1,765550.0,13.481801437008295,1.068814155347902,13.55046972613235,13.529843905598348,13.587477773475044,13.52008586402025
2,87.0,4.584729992655428,1.114675047515838,5.703869892281458,5.622183573406255,5.209766354280019,4.676002375973612
3,38084.0,10.702838225841827,1.1679688553874734,10.56297019537061,10.27586335548149,10.866365077453976,11.032046625032525
4,882134.0,13.714351211277613,1.0245472973806118,13.68494798693256,13.913515582496519,13.662788752567133,13.806567112190624
5,2630809.0,14.851937700838482,1.0715812750404352,14.821222138582412,14.830914667267471,14.781476407921863,14.87695060858305
6,92541.0,11.211465726073321,1.251014548439784,11.389998554613255,11.467544525336061,11.401761777337386,11.287718596411631
7,1413.0,7.858057760596275,1.8297890355620203,8.943101355150127,8.649036216865493,8.672834004456979,9.098270113636886
8,5898132.0,15.562328778164984,1.0282081681543915,15.505558718834727,15.593944101336861,15.59682812809056,15.576148297481982
9,33669244.0,17.343132337110177,1.0110981021241516,17.286595743008107,17.296632585015114,17.304413613141943,17.31578791207679
10,513.0,5.818643810211898,1.5289910776831783,6.636665067486688,6.454081859790205,6.067747336052472,6.059502144288688
11,33.0,5.479118911744017,7.23137800994833,6.20837284248758,6.228266260869759,5.624424999785607,5.707821773675872
12,2458010.0,14.8207764958056,1.1117256996357132,14.907135332268634,14.993623637826856,14.716370799580963,14.788722947224993
13,41.0,3.3998221971845277,1.4158058511432743,3.3741881341995468,3.3646137295486347,3.064411936681468,2.982040146445566
14,759389.0,13.491769741197524,1.0496965082710343,13.678048598472456,13.488019248310563,13.56414214347449,13.460080424119957
15,98310.0,12.045426545951033,1.7324552884669588,12.008481380532595,11.637957490548013,12.14213503640582,12.284178961390976
16,1483072.0,14.09235374759773,1.1244265594324063,14.187147506812712,14.222963817300789,14.147701147204588,14.064106766257634
17,20874.0,9.640985682468754,1.3570849401605776,9.819879492483464,9.769589476109907,9.501846836519384,9.761811637749075
