Id,Cardinality,PredLog,QError
1,765550,13.482746427320095,1.06780461199666
2,87,4.662995823830427,1.2063565949712685
3,38084,10.708065613402846,1.174090404428287
4,882134,13.693908440694496,1.0038153203772295
5,2630809,14.869017364799813,1.0900407214491916
6,92541,11.213688314868401,1.248237107715027
7,1413,7.956288999969329,2.018728998329753
8,5898132,15.56077728028368,1.0298046693912446
9,33669244,17.35789376710726,1.0261340595067334
10,513,5.820968366695928,1.5254304229703246
11,33,5.779267235299838,9.773395091218777
12,2458010,14.796777320068987,1.0853627987019843
13,41,3.9354964463110296,1.224086720073067
14,759389,13.468834949462593,1.0740493088635479
15,98310,12.03352025353048,1.711950359160104
16,1483072,14.055176051318998,1.1670169828274488
17,20874,9.602569881927417,1.4102363573098324
18,146,4.214962529002943,2.189180282769071
19,152,5.891786486132231,2.375338861598095
20,3878730,15.382973683036933,1.2360924278236116
21,5663516,15.538053686929638,1.0115683521794698
22,4,4.020978809214612,13.688913318464971
23,4721288,15.376236914924544,1.0086819748635838
24,188979867,19.188712010609215,1.1406074398037136
25,1274246,14.055619005987044,1.002249495979899
26,3257,6.055604133366649,7.654587261707832
27,4237,6.484474231677308,6.479638030612313
28,1878167,14.294855456494863,1.1629408610255836
29,4439418,14.91892028003938,1.4727242197582247
30,134619,11.946369408042967,1.145864163254077
31,917262,12.617548398155208,3.039227404689365
32,426812,12.949501018222144,1.0147073780230609
33,4517959,15.091376238164413,1.2613655982242167
34,11610705,16.02705568240189,1.2717354992754881
35,12939,4.427832902953729,156.3630548937945
36,1351485,14.099165095117245,1.017705113499361
37,809441,13.579592346816252,1.0248108758521752
38,68907509,18.062270962488768,1.014093625855992
39,652311,13.25198491115207,1.1460182770820315
40,310128,12.543312427039607,1.1067541431165229
41,64248,10.832449651358306,1.2688055814356634
42,42031831,17.641953851904898,1.0920056594596637
43,3853927,14.94527221328178,1.2452437529384985
44,11203959,16.145818338259662,1.0897622083391556
45,26553,9.51322280616607,1.9615776634529578
46,63,3.435413373174757,2.0969075666445676
47,783278,13.100872409148657,1.6005904476622776
48,285875,11.97885047908084,1.7940322280117627
49,3535122,15.138395433276077,1.0619818137780745
50,68921,11.73838428164355,1.817860208890667
51,47470011,17.909249061977917,1.2631900701363514
52,97,4.886480245856978,1.3555302345538134
53,2520289,14.823408825179005,1.0871116586817902
54,167662,12.579526699795759,1.7329374749539042
55,6642958,15.804362292219112,1.0999824786570909
56,13036056,16.868084403339154,1.6239391005505204
57,12,3.7472077773851225,3.4502099397568826
58,121134429,18.305356788940806,1.3594153160353024
59,45033,8.523368643754754,8.95293111940998
60,3781,7.852990917290791,1.4698223602393679
61,486093,12.871027256027773,1.2499837585385012
62,227437,12.264161230014638,1.073014571573781
63,1331027,14.093825975009917,1.0076653945792726
64,717685,15.116376248593323,5.117110596820441
65,3166135,15.012578330452625,1.0455633899775543
66,2058046,14.461723704628815,1.0784710744515593
67,3172,8.163187019943416,1.1060382026583795
68,4987095,15.322365373476517,1.1051697930177262
69,1997291,14.498422742326488,1.0089196280832777
70,8755020,16.003265158161526,1.0182925335354063
71,41350,10.565554480713098,1.066411217942987
72,11,2.486145892330468,1.001352738968139
73,2363889,14.758908075962859,1.0866384983044874
74,940676,13.37919285659938,1.4552282120887685
75,244579,11.88357226001552,1.6883104362209878
76,95234,11.414083867430218,1.0512915663176745
77,4245795,15.281369660240266,1.0201297142211483
78,168,3.511533166288245,5.169296161250327
79,15288,9.691991668266082,1.0587684618066124
80,864767,13.59839783517833,1.0744606263923633
81,5676669,15.958342241719233,1.501503514934243
82,114,4.285625755322029,1.591112273121907
83,946981,13.759005982056134,1.0020314452796302
84,20,3.182228870228862,1.1550205210020976
85,19671,9.759574988951384,1.1358525346258903
86,1,1.6735983011921898,4.3313170085523
87,1434018,14.490434713162605,1.3694967705615657
88,16153857,16.43760666175253,1.1735845856865266
89,4612417,16.00575764752167,1.9376869405643193
90,6220162,15.124130318647044,1.6806430044589664
91,206617055,18.70837685368622,1.5496061717104357
92,70594,11.634836845537329,1.6001983002076374
93,193293744,18.488829848297144,1.8055978224061549
94,4714905,15.356755701580507,1.0095289520145085
95,93,3.673811572306014,2.4217613016034787
96,1,2.7383775319901633,14.461878331421353
97,3079,8.014091989622354,1.0187730198230753
98,1,3.4228439727267084,29.656477346399605
99,133372936,18.84361256246035,1.1444827218384663
100,30151,8.75531506622852,4.753189833816453
101,4051006,15.201367811447158,1.0131945315882287
102,596661,13.292325960346076,1.0068031559867936
103,55,3.387937145655826,1.9227529588176886
104,6614625,15.646344204484942,1.0601915722972612
105,1792,9.683297507818253,8.954422968697497
106,4922243,15.151619220985994,1.293893540129868
107,2915570,14.814354880397715,1.0738189289637876
108,320853,12.668531488270142,1.010262313733032
109,83241709,17.942946133028624,1.3422039120183493
