Id,pred_log,q
1,13.499073473974821,1.0505120447725596
2,4.584412587431987,1.1143176522199825
3,10.703170850508982,1.168357423993388
4,13.659881674882248,1.0306799647648806
5,14.886868947745375,1.1096744053553422
6,11.211744994963407,1.2506652230538582
7,7.858155915734624,1.8299687170419145
8,15.562343538241176,1.0281929918328445
9,17.34296584439335,1.0109297756621607
10,5.818861283468353,1.528657608435752
11,5.600797389144028,8.170973591002577
12,14.820815055189678,1.1117685679361249
13,4.4814697699522466,2.130840309666366
14,13.49188654497135,1.0495739067483347
15,12.045473344348132,1.7325363669706908
16,14.09244123553004,1.124328189906245
17,9.641333110782291,1.3566135016863758
18,4.2839018370727215,2.041305365074381
19,6.466381753245047,4.224687024447089
20,15.361219621196781,1.2094927654422125
21,15.510177079918996,1.0401641762450922
22,4.296869533257194,18.117359923091477
23,15.38781751558746,1.0204310196557858
24,19.18858959620285,1.1404678215662414
25,14.054493247525098,1.0033784230498024
26,5.993567151337058,8.145719055791412
27,6.4273302820377936,6.861311047905376
28,14.330463288731368,1.1222596169405963
29,14.914037516906474,1.4799327701809073
30,11.90894310354639,1.1037710326192114
31,12.573219232853418,3.1769850685209033
32,12.978014302696236,1.0140103151923419
33,15.16578193894786,1.1709193639265858
34,16.00992129337982,1.2937136660040276
35,4.421239351889901,157.41003307167458
36,14.101848010992368,1.014978353712759
37,13.576387893971933,1.0281001054251666
38,18.035613324717488,1.0127429117464106
39,13.191527050254674,1.2174415141277424
40,12.545178657009654,1.1046906041259725
41,10.83043511006967,1.271364269673252
42,17.61414036539596,1.0620516675796292
43,14.867513262265517,1.3459367962408424
44,16.17362963392043,1.0598720747316719
45,9.50018765503777,1.9873164283466396
46,3.4606105488095875,2.043039496112545
47,13.102441920039857,1.5980802687887592
48,12.001703225138062,1.7534983330606015
49,15.11206076970849,1.0343799111327756
50,11.721153107811976,1.7868044258172575
51,17.900846334242317,1.2526202973736085
52,4.411114403153583,1.1922145300122282
53,14.744397602042268,1.004523270842522
54,12.571123933248968,1.718436963320495
55,15.84196169369595,1.1421285353096604
56,16.837230200149644,1.5745988425708934
57,3.832518920427233,3.764892696496906
58,18.28707153268978,1.3845012259164005
59,9.225334341842387,4.436718417968099
60,7.852669337398737,1.4702952853954347
61,12.88093937965564,1.237654936789478
62,12.31881006024847,1.015948808582582
63,14.137502043842817,1.0366972476897027
64,15.142871982175404,5.254504369505342
65,15.0144404333016,1.0475121509665422
66,14.4882867326624,1.050200737587498
67,8.110386960975402,1.0491380586065517
68,15.336517078282114,1.0896398993461938
69,14.510728378288272,1.0034314328948535
70,15.987134807339732,1.0019988803421271
71,10.557000324167213,1.07557283280458
72,2.465133992298537,1.0218244542729038
73,14.768920140981708,1.0975726431839243
74,13.364453742700984,1.476835867806408
75,11.867203309659436,1.716173925743855
76,11.382543068609747,1.0849789913250687
77,15.287431706310027,1.0263325709799727
78,3.471809005053813,5.385490425019444
79,9.689836090585429,1.0564885213205726
80,13.64079613078308,1.029857502507731
81,15.956574047286695,1.498850910318689
82,4.654030092056635,1.0960766659705414
83,13.755049686432988,1.0060036345085446
84,2.9835374113260227,1.0662354028626286
85,9.7835679392328,1.1089228974930427
86,1.82264231797295,5.188188026858671
87,14.518141891352396,1.4079722429220445
88,16.387488824263652,1.23390094991438
89,16.005956781340647,1.9380728380292929
90,15.1177676641392,1.6913704494780393
91,18.68097827431332,1.592650159120441
92,11.632329789259432,1.5961915022321709
93,18.423061679503785,1.928340734192539
94,15.373477837153612,1.0072645610283495
95,3.754208986858516,2.2301928383282106
96,2.4813073205980167,10.956885687567915
97,8.041283124230212,1.008638123957579
98,3.45797919857261,30.75274564388726
99,18.82084987042692,1.1187254781810732
100,8.764973056914881,4.707497406979014
101,15.222675042422269,1.0082326980893082
102,13.278059825172841,1.021269313216457
103,3.1615463335644733,2.4328670112412167
104,15.645248830563748,1.0613535149480229
105,9.673860823854591,8.870315116823232
106,15.143079398536468,1.3049904796671006
107,14.814238804276672,1.073943580980099
108,12.556506720397836,1.1300198001397312
109,17.93463835601362,1.3534010904385345
110,14.75824419492546,1.1915150237207013
111,16.490836087702448,1.0373480356332303
112,16.111582502132244,1.1170185564743764
113,15.155144602426311,1.0047962982117764
114,15.10687216212525,1.0036744448509263
115,12.565890224114298,1.0312805735415003
116,3.4480285468408445,1.511251335062113
117,13.691814846429564,1.1994225969186658
118,13.900628897977896,1.0548775001524164
119,5.376323735453263,1.8879465688767734
120,10.481053008013165,1.047262190657795
121,6.898095350742787,1.4241147291805114
122,10.341591608134358,1.070228240417836
123,4.9992348864002425,8.664685270913623
124,16.071288643490277,1.2098183420513324
125,15.341464244659466,1.1430966110259304
126,14.279377579965288,1.0051537291242412
127,14.376301238911797,1.847402564845466
128,6.189136630201687,12.244434023253103
129,5.241662840886681,3.2236770375398263
130,11.695299672542331,1.7870965176945537
131,15.834584972797773,1.0819721851190405
132,3.936410378047505,1.0749614655842608
133,12.465157403118422,1.0214753000335584
134,3.184620840065609,1.5438751250207428
135,14.878618236023891,1.089542629895259
136,13.845068302371343,1.0421982308204332
137,15.059962008966238,1.1346326175654393
138,9.888720061150051,1.08065918644855
139,7.99258237301287,2.7722106696083535
140,2.1992465423953065,8.018216095479934
141,12.85232361599824,1.013109183951231
142,2.6861173380573886,13.674588699900793
143,14.555308785760424,1.004281696237483
144,13.284654145071011,1.0870611766835254
145,10.082128998614436,8.114353269932467
146,13.585147347683108,1.1121896039197048
147,6.09899446459796,1.4603642637383651
148,11.614017314156383,18.010227202331105
149,4.914444516755985,2.331786340304731
150,6.580237667342149,2.53713090288494
151,3.1998288171841263,23.528331008934384
152,4.713574468219513,2.354010118299853
153,13.42103065100172,1.0464675403866888
154,17.320836829876264,1.0348927967168755
