Id,Cardinality,pred_log,q
1,765550,13.493204806300959,1.0566952853058478
2,87,4.587475943369216,1.1177717025954064
3,38084,10.703957215986259,1.1692765619267271
4,882134,13.714361613934951,1.0245579554623019
5,2630809,14.84955219759085,1.0690280600840354
6,92541,11.222269116437626,1.2375719129433376
7,1413,7.898298923209893,1.9049525436685513
8,5898132,15.562433103473644,1.0281009055963808
9,33669244,17.344299828842146,1.0122792401835652
10,513,5.825275227993394,1.518855323438292
11,33,5.56176688092021,7.857039943647759
12,2458010,14.817913066591558,1.1085469039246616
13,41,3.416007970058649,1.3923024702944427
14,759389,13.49656175591117,1.0446783733296532
15,98310,12.048461417263582,1.7377210846578297
16,1483072,14.101382860907503,1.1143196737619738
17,20874,9.654593791075257,1.3387414894186447
18,146,4.314924549979165,1.9781059181205205
19,152,5.754111250821645,2.0689804988422766
20,3878730,15.333005635526595,1.1758450467591908
21,5663516,15.51509161411916,1.0350647937014774
22,4,4.179287922153829,16.079831051536026
23,4721288,15.387474533703763,1.0200810902429898
24,188979867,19.186593976925966,1.1381941514308485
25,1274246,14.049881619914178,1.0080163202580386
26,3257,6.001482104084807,8.08134121244632
27,4237,6.433901623643435,6.816298551756621
28,1878167,14.29705463268149,1.160386157748386
29,4439418,14.932835458040403,1.4523729177721318
30,134619,12.009477491577849,1.2205084815675793
31,917262,12.609886353551474,3.06260361881146
32,426812,12.990480999372933,1.0267308300782048
33,4517959,15.066593372734069,1.2930164403771618
34,11610705,16.020587825598685,1.2799875610927494
35,12939,4.425789196458306,156.6868155713417
36,1351485,14.107215262624754,1.009545298746863
37,809441,13.538722313881625,1.0675626681808004
38,68907509,18.03314513120354,1.0152456446132736
39,652311,13.177259964119795,1.234935386510719
40,310128,12.550021102221253,1.099354112698691
41,64248,10.850335253445738,1.2463135309830926
42,42031831,17.608804096662887,1.0563993688513307
43,3853927,14.877847082729318,1.3320997401874373
44,11203959,16.17678452711592,1.0565335603170143
45,26553,9.504354241022197,1.979052714112187
46,63,3.3475760813731212,2.29644318484156
47,783278,13.110730416580678,1.5848893013687673
48,285875,12.013040140617269,1.7337312109162812
49,3535122,15.140151031374065,1.0638478650658196
50,68921,11.725893340265811,1.7952944694155784
51,47470011,17.896580339110525,1.2472880070421921
52,97,4.913775427435649,1.3933245266471852
53,2520289,14.824806113035633,1.0886317288961898
54,167662,12.564036227138176,1.7063002065713089
55,6642958,15.839818587816133,1.1396834535778713
56,13036056,16.838073093718226,1.5759266213825491
57,12,3.8265295086368045,3.741912972353003
58,121134429,18.29131286904269,1.3786415257332847
59,45033,8.49869586895994,9.17661792520673
60,3781,7.87401882497067,1.4392261214138395
61,486093,12.894128992162877,1.2214378901178786
62,227437,12.228383735020122,1.1120995449008908
63,1331027,14.09602573133931,1.0054512108004612
64,717685,15.144229639610518,5.261643033155534
65,3166135,15.024268577424317,1.0578580114873157
66,2058046,14.494939899171221,1.043236765591546
67,3172,8.186198228200789,1.131791908093287
68,4987095,15.37070819425357,1.0530136023394578
69,1997291,14.517136212280045,1.0098819028460173
70,8755020,16.03190820459386,1.0478812699877478
71,41350,10.560211947436075,1.0721239497243422
72,11,2.896076572820696,1.554816375513171
73,2363889,14.77784606312711,1.1074133482698758
74,940676,13.372490813994208,1.4650139844582457
75,244579,11.879020236758187,1.6960132362465359
76,95234,11.384731298932154,1.0826073761741086
77,4245795,15.285404246966014,1.024253830933888
78,168,3.472494429248711,5.3816821369726
79,15288,9.707866135619103,1.0757110066969935
80,864767,13.567255684211515,1.1084481599581117
81,5676669,15.963327857805037,1.5090081279042469
82,114,3.934218921633156,2.274441088089755
83,946981,13.751260590416054,1.009822713797654
84,20,3.0492995130197067,1.0050279288969315
85,19671,9.787099572871458,1.1050132758271578
86,1,1.806205674690953,5.08730633707375
87,1434018,14.515814105183274,1.4046985946400108
88,16153857,16.38736163281988,1.234057901550904
89,4612417,16.00655155348014,1.9392258927550332
90,6220162,15.127155143795143,1.6755670326984455
91,206617055,18.683226934672085,1.589072853394867
92,70594,11.637591881326943,1.6046130213867071
93,193293744,18.424770663349094,1.9250480453741252
94,4714905,15.376105267002892,1.009914558375947
95,93,3.920610627109578,1.8814016948000676
96,1,2.6906015737362967,13.74054077593272
97,3079,8.070204459033652,1.0382447457802495
98,1,3.4971742891437,32.022009349654226
99,133372936,18.82209832420044,1.1201230274415037
100,30151,8.772828454471519,4.670657301214533
101,4051006,15.22018414598782,1.005724419469693
102,596661,13.273357877297487,1.026082583557214
103,55,3.3877524843625566,1.9231204656949619
104,6614625,15.64660911896375,1.0599107493531188
105,1792,9.69906950239215,9.096780561084797
106,4922243,15.141587271086212,1.306939145768693
107,2915570,14.816876360986036,1.0711147251158188
108,320853,12.5903376193703,1.0924295258643237
109,83241709,17.939019557415325,1.3474845378562668
110,2154390,14.75960448332546,1.1931369312982318
111,15059258,16.488539818620556,1.039732803004993
112,8894283,16.146395564926166,1.1565902062117293
113,3799422,15.175581603516104,1.0255426006459842
114,3651102,15.115663193049496,1.0051364694203697
115,295578,12.572397607443047,1.0245914003791234
116,46,3.4564579086547726,1.4981528474065458
117,1059867,13.69897147992264,1.1908694018914001
118,1148598,13.850103633628184,1.1095449302684344
119,114,5.1847709270523215,1.557303053756282
120,37317,10.519022331568497,1.0082427381011692
121,1409,7.282289337250747,1.0314504125729886
122,33171,10.348684257189243,1.0626641005277448
123,17,4.958823291536224,8.319182544264812
124,11544951,16.07950506568326,1.199918688303856
125,4023743,15.351168118112854,1.1542430727557902
126,1582057,14.268958566068594,1.0052924823321383
127,948389,14.384987815125607,1.8635200788411161
128,5956,6.20402846038604,12.063076406819272
129,606,5.246832419867096,3.2069670217003328
130,67151,11.691040279267094,1.7795006956553487
131,8148711,15.818010834799027,1.1000543782966716
132,54,3.9401492071841933,1.070870318707738
133,264713,12.46858929938864,1.0179756978508618
134,15,3.1861827895133796,1.5463926755143462
135,2657403,14.890297856260432,1.1023426828095715
136,1073462,13.81512854120731,1.0738732330942957
137,3938343,15.061841168764609,1.132502463028697
138,18235,9.91217421315032,1.1063060039864114
139,8200,8.013231047638499,2.7155363751028503
140,1,2.393025315306199,9.946560696769684
141,386677,12.85182845183793,1.013610964846317
142,1,2.683667275367796,13.638679046056813
143,2104484,14.533157186456553,1.0267763795957763
144,541000,13.424673903415972,1.2504429735404559
145,194021,10.086588070935312,8.078249829120384
146,883350,13.561164430350411,1.1391856172735866
147,649,5.891498040191619,1.798047465836462
148,6143,11.619921249361429,18.1168738856223
149,58,4.9290178499343575,2.3662701657366174
150,1826,6.606572733164632,2.4710982762083837
151,1,3.045889769589083,20.0287336088917
152,260,4.716370189998899,2.347378817708289
153,705350,13.449233489131482,1.0173664388884303
154,34453965,17.318030100256564,1.0378015411902364
155,676415,13.36304226323828,1.0634532339141705
156,21102638,16.745725331421482,1.1265764417039223
157,422260,12.71309912579332,1.2716056619615084
158,34945725,17.54864281066372,1.1964227765695103
159,21150765,17.237299881570422,1.4478985305212826
160,234861,12.311735482607112,1.0565597855765632
161,276864,12.028001188355987,1.6541486673517312
162,14707181,16.645952851284925,1.1526992389899617
163,57949,10.780945860057582,1.204896323253566
164,348443,13.333123063111291,1.7716149034815662
165,13088,8.349019226940921,3.0977266023847907
166,1148598,13.951114525569,1.0029432967978362
167,10311437,16.254154774188482,1.1111443846396831
168,84,5.801350385986074,3.9255463464258815
169,2414,6.993411368225204,2.2178701973386317
170,16,3.026435357674023,1.2264741061541853
171,6,4.053842238350725,9.436402662123605
172,89784,11.053266058097659,1.4217831767307778
