Id,Cardinality,p_le_1,p_le_5,p_le_20,p_le_100
1,765550.0,0.008787912470045092,0.018462469427698032,0.026340597251449945,0.021271376186076985
2,87.0,0.10050217321295675,0.15305781152497086,0.29524402040966913,0.44744447121518716
3,38084.0,0.009606976611466537,0.016835382529226617,0.026198885202393066,0.028898520306334437
4,882134.0,0.008911388335369549,0.01702999500323139,0.025355635508051304,0.020797064304944587
5,2630809.0,0.008748126147467306,0.017822143160398776,0.02174229719806117,0.01869988015616871
6,92541.0,0.008512435114630797,0.01833805694365758,0.024230673870036582,0.02709607943137113
7,1413.0,0.015380892161253122,0.1020078608060376,0.20192255014155178,0.46198336277870455
8,5898132.0,0.008748126147467306,0.017824702518908494,0.02174229719806117,0.01869988015616871
9,33669244.0,0.008911388335369549,0.01702999500323139,0.025355635508051304,0.020797064304944587
10,513.0,0.016300951442380786,0.0623211918261654,0.14393173633627634,0.31199717415137607
11,33.0,0.01158544535410467,0.028414411822610865,0.03973446306543903,0.3860862441818132
12,2458010.0,0.00879982089832472,0.018451115693638016,0.022786057911396734,0.020874272029478606
13,41.0,0.15953779785118652,0.35436250943562775,0.48165147107927614,0.7768726725750362
14,759389.0,0.008894963055245422,0.01842421160526416,0.02319807118926688,0.02290213005375651
15,98310.0,0.00902362125182602,0.018042353827563605,0.041318131386288065,0.030540006098181586
16,1483072.0,0.00844482429609221,0.018260039166283982,0.022483618604006852,0.0191711743766281
17,20874.0,0.009287969570753594,0.017165655248109746,0.02624627921722546,0.023100706227086612
18,146.0,0.025324375627156746,0.10628757542488662,0.28527424518149086,0.7273094132391178
19,152.0,0.008902147672667084,0.018943244144468387,0.06853672805448091,0.5454022778908948
20,3878730.0,0.008461106641204119,0.018376763239301527,0.022766035379844132,0.0191711743766281
21,5663516.0,0.008461106641204119,0.018260039166283982,0.022483618604006852,0.0192732280479754
22,4.0,0.13938565117169976,0.3402830941285327,0.48496091108157013,0.7864924467526999
23,4721288.0,0.008454894027375577,0.018277235649496893,0.022483618604006852,0.0191711743766281
24,188979867.0,0.008787912470045092,0.01842421160526416,0.022795349859784604,0.020829593302206132
25,1274246.0,0.00844482429609221,0.018260039166283982,0.022483618604006852,0.0191711743766281
26,3257.0,0.020999014102167826,0.037665293762534205,0.24809139975821556,0.5241633401956924
27,4237.0,0.08907288846437957,0.19439273607103383,0.45683223693149433,0.6175692997761375
28,1878167.0,0.008461106641204119,0.018260039166283982,0.022483618604006852,0.0191711743766281
29,4439418.0,0.009541268128899893,0.016824431639819587,0.02635316214262004,0.020593980705951535
30,134619.0,0.008920696872378779,0.017100440223519125,0.025410677061265378,0.021147578614762838
31,917262.0,0.010336287648557792,0.01900290383200684,0.0946911762326786,0.06456866907188721
32,426812.0,0.00844482429609221,0.018260039166283982,0.022483618604006852,0.0191711743766281
33,4517959.0,0.008565476507834242,0.018260039166283982,0.03279210403169656,0.0191711743766281
34,11610705.0,0.008787912470045092,0.01842421160526416,0.022795349859784604,0.020829593302206132
35,12939.0,0.11840564970269433,0.18884796983519625,0.3220351975042961,0.6264660942314395
36,1351485.0,0.008919406397193293,0.01702999500323139,0.025355635508051304,0.020785243212649955
37,809441.0,0.00844482429609221,0.018260039166283982,0.022483618604006852,0.0191711743766281
38,68907509.0,0.00844482429609221,0.018260039166283982,0.02247159910407603,0.019261927235482233
39,652311.0,0.00876059914614077,0.01797043962739983,0.022288665611347583,0.018983657831716228
40,310128.0,0.008919406397193293,0.020060385329716022,0.028387023962090103,0.022361253051150488
41,64248.0,0.00881295451278251,0.01822270863504499,0.022319501869203284,0.023315297179457944
42,42031831.0,0.008920696872378779,0.017068195584796834,0.025417157534570883,0.02093325083768123
43,3853927.0,0.008454894027375577,0.019348334049544415,0.023641026413281047,0.020620498663456405
44,11203959.0,0.008936430811494828,0.02019944681211069,0.022968812469448,0.023042290099331977
45,26553.0,0.009101694228204529,0.01708144768443654,0.025605199443493296,0.029335528669371988
46,63.0,0.03811005427809603,0.27657555918711796,0.5380439920270295,0.7985654745762378
47,783278.0,0.00879842760358445,0.018433568980230592,0.022795349859784604,0.020833238457434972
48,285875.0,0.008787912470045092,0.018462469427698032,0.022992399348383673,0.021454222418640746
49,3535122.0,0.009287969570753594,0.016502162889790523,0.02578456978488699,0.018246922879443826
50,68921.0,0.008922138781644611,0.018078307563616433,0.03372493015604415,0.02507091474255438
51,47470011.0,0.010053804509247121,0.018260039166283982,0.022483618604006852,0.0191711743766281
52,97.0,0.01087384585597715,0.05669527913486623,0.3332853786707945,0.6959557678453339
53,2520289.0,0.008787912470045092,0.01842421160526416,0.022795349859784604,0.020829593302206132
54,167662.0,0.008962690483240532,0.023771015796267857,0.02437625745613047,0.02325526935157628
55,6642958.0,0.008913709635129803,0.01702999500323139,0.025355635508051304,0.020797064304944587
56,13036056.0,0.009397150275749023,0.016533085858036246,0.025796181794979063,0.02308385832368561
57,12.0,0.20228103813719442,0.33766631683061005,0.5674080695592473,0.7947321277234262
58,121134429.0,0.008911388335369549,0.01702999500323139,0.025355635508051304,0.020797064304944587
59,45033.0,0.00868584656105485,0.020196246428199307,0.04196705524871266,0.07423562649098411
60,3781.0,0.012923483962300829,0.0360516550202588,0.026271950530716653,0.029775174340841242
61,486093.0,0.009287969570753594,0.016749627370569547,0.025949214970390416,0.01961437219618015
62,227437.0,0.008777853434713804,0.018165349456520995,0.022172318444545737,0.019612907305214325
63,1331027.0,0.008748126147467306,0.017824702518908494,0.02174229719806117,0.01869988015616871
64,717685.0,0.010551399717889648,0.01702999500323139,0.025355635508051304,0.02090128533565888
65,3166135.0,0.008461106641204119,0.018260039166283982,0.022483618604006852,0.0191711743766281
66,2058046.0,0.00849592986229608,0.018277235649496893,0.022483618604006852,0.022564492313335096
67,3172.0,0.009341576890202818,0.023311132251671245,0.02649560302194744,0.023681904406363894
68,4987095.0,0.009287969570753594,0.016502162889790523,0.02578456978488699,0.018246922879443826
69,1997291.0,0.00844482429609221,0.018260039166283982,0.022483618604006852,0.0191711743766281
70,8755020.0,0.008787912470045092,0.01842421160526416,0.022795349859784604,0.020829593302206132
71,41350.0,0.011840970937297192,0.02299783259907014,0.0279827506463945,0.027614169314641383
72,11.0,0.07509822995532549,0.35712647064534836,0.598416806422078,0.8124216139811442
73,2363889.0,0.00844482429609221,0.01833805694365758,0.022507754120800617,0.022393284946810626
74,940676.0,0.008461106641204119,0.018260039166283982,0.022483618604006852,0.0191711743766281
75,244579.0,0.009443685930011334,0.018224029233232547,0.026569806985865845,0.06347813742531874
76,95234.0,0.008783761948453178,0.017931280840621365,0.02986810708456062,0.02098671184358927
77,4245795.0,0.008911388335369549,0.01702999500323139,0.025355635508051304,0.020797064304944587
78,168.0,0.17816367305461847,0.33133541863113536,0.5199719608123466,0.7968526667525191
79,15288.0,0.009287969570753594,0.016600234057838642,0.025878988610008563,0.022705262147711697
80,864767.0,0.008446924782055245,0.018260039166283982,0.022483618604006852,0.0191711743766281
81,5676669.0,0.008748126147467306,0.017824702518908494,0.022121684949680125,0.018760584278803852
82,114.0,0.18948157570760732,0.3168976963209686,0.5187313097717243,0.7460676394091861
83,946981.0,0.009287969570753594,0.016502162889790523,0.02578456978488699,0.018246922879443826
84,20.0,0.08630600657210664,0.27907533546892815,0.5755479191284292,0.7894772303059391
85,19671.0,0.008954270074292055,0.01882040423597276,0.03197558451095862,0.04259313613023179
86,1.0,0.2390524309034899,0.3933080760124671,0.5897632273552079,0.793074648225179
87,1434018.0,0.008824139206221607,0.02019944681211069,0.022968812469448,0.023031906389097533
88,16153857.0,0.008455112884354545,0.01833805694365758,0.022537194499533172,0.0192193251355392
89,4612417.0,0.00879982089832472,0.01842421160526416,0.022958273302235512,0.023218995732000647
90,6220162.0,0.00891909175466254,0.01842421160526416,0.022795349859784604,0.02121799981723553
91,206617055.0,0.008787912470045092,0.01842421160526416,0.022795349859784604,0.020823044627071664
92,70594.0,0.009094203706639901,0.018018833099330115,0.026311698661019105,0.023147004750120895
93,193293744.0,0.00879842760358445,0.018433568980230592,0.022914950495137587,0.02097874219969398
94,4714905.0,0.009287969570753594,0.016567664906773995,0.02578456978488699,0.018246922879443826
95,93.0,0.23009885065893523,0.3260508320205041,0.5519635986602516,0.8014267910684029
96,1.0,0.21810859538369562,0.2845690470176953,0.5102546034579623,0.7458027245156836
97,3079.0,0.008787912470045092,0.021037620946170905,0.037616574742014346,0.02861201836507238
98,1.0,0.04710853810120219,0.2353366917857529,0.49209512306476316,0.7630881496223498
99,133372936.0,0.008748126147467306,0.017824702518908494,0.02174229719806117,0.01869988015616871
100,30151.0,0.008796383898323368,0.02296704074373322,0.033916265087327924,0.0811359073772633
101,4051006.0,0.008911388335369549,0.01702999500323139,0.025355635508051304,0.020797064304944587
102,596661.0,0.008911388335369549,0.01702999500323139,0.025355635508051304,0.020797064304944587
103,55.0,0.16034955479913693,0.3452089475524946,0.4970994675987676,0.7523090312758307
